Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
6151,11191,11191,92594,57094,0.73,8142,82933,61098,0.2,2271,-3134,-2256,11191,96405,59905,11191,3658,637,0.09,952,129629,28018,0.08,929,89093,10752,0.77,8572,35252,16808,12587,276207,74165
6152,15882,15882,73468,51472,0.75,11875,74638,58056,0.18,2936,-4237,-3228,15882,76321,53808,15882,2738,553,0.09,1416,109291,21110,0.08,1328,81699,9094,0.74,11786,25502,14672,17533,188418,61927
6153,14024,14024,96580,54430,0.67,9371,84778,58893,0.23,3251,-4248,-2843,14024,101076,57896,14024,4245,584,0.09,1200,214639,31000,0.08,1149,156044,11381,0.74,10376,39402,17287,14932,350059,92323
6154,6371,6371,73315,50637,0.71,4534,77787,59999,0.19,1180,-3827,-2778,6371,75981,53358,6371,2609,550,0.09,553,82399,26142,0.08,527,56880,9126,0.74,4687,25668,15034,6883,206388,84985
6155,32135,32135,60552,47558,0.79,25535,66693,55667,0.2,6431,-6719,-4990,32135,62580,49372,32135,1975,548,0.08,2602,73735,24745,0.08,2478,53126,11374,0.73,23432,18891,12478,34597,127516,53214
6156,10780,10780,82185,55331,0.75,8040,78287,59977,0.18,1906,-3740,-3050,10780,85001,57556,10780,2768,648,0.09,944,109348,24808,0.08,910,79115,10436,0.77,8251,29181,15653,11768,212789,81797
6157,8706,8706,76489,54657,0.76,6634,76332,60077,0.17,1437,-3868,-2963,8706,79320,57163,8706,2778,700,0.09,823,79387,24301,0.09,778,51640,9697,0.77,6697,25848,15319,9730,194166,87022
6158,5011,5011,90481,58570,0.73,3634,85419,61907,0.22,1119,-3186,-2366,5011,94290,60878,5011,3638,718,0.1,502,119942,23008,0.09,474,81414,9876,0.76,3823,34278,17718,5585,272626,104844
6159,2586,2586,98563,58672,0.67,1743,87063,64001,0.21,544,-1483,-1453,2586,106366,64048,2586,7183,731,0.11,280,138793,31165,0.1,268,90260,11842,0.76,1953,38987,19626,2898,384243,91275
6160,5845,5845,78544,51727,0.77,4484,72181,56593,0.18,1063,-2346,-1124,5845,81577,54171,5845,2956,621,0.13,788,162765,21764,0.13,739,142385,10201,0.77,4501,27595,14259,7517,168679,40524
6161,88,88,59481,62544,0.94,83,62618,63616,0.2,18,-4461,-3235,88,61536,64282,88,2056,960,0.05,4,81902,81118,0.05,4,76654,65861,0.85,75,14753,12344,164,64516,17877
6162,7360,7360,74412,50499,0.75,5553,72121,56501,0.19,1400,-1101,-1154,7360,77151,52875,7360,2671,612,0.13,964,79132,22567,0.12,916,51801,8773,0.75,5528,25552,13943,8584,166600,63138
6163,32540,32540,61876,49282,0.8,26168,64332,54845,0.15,4878,-4273,-3308,32540,63995,51031,32540,2061,564,0.09,3006,64966,24108,0.09,2860,44148,10598,0.76,24598,18463,12111,37252,122050,51710
6164,39075,39075,64094,53982,0.86,33564,67959,59141,0.14,5655,-7038,-5966,39075,66193,55808,39075,2064,726,0.08,2983,55608,24685,0.07,2850,34889,10495,0.79,30984,18286,13072,42563,100731,51231
6165,112,112,57642,46334,0.73,82,55352,40508,0.14,16,-3678,-760,112,59900,47947,112,2258,376,0.1,11,44273,45607,0.11,12,24596,19794,0.71,80,17563,12422,140,100931,23125
6166,6595,6595,69040,52968,0.78,5142,69975,58144,0.18,1211,-2790,-3001,6595,71565,54788,6595,2467,645,0.08,537,65070,25845,0.08,522,42584,11742,0.77,5080,21624,14364,7328,152608,65535
6167,14603,14603,57103,49399,0.85,12461,61116,54970,0.09,1378,-5978,-4418,14603,59093,51153,14603,1962,639,0.07,992,61102,23050,0.06,931,46319,12144,0.77,11219,15474,11247,16910,80356,41399
6168,12593,12593,57246,47254,0.8,10121,62493,54441,0.13,1686,-4419,-3569,12593,59193,48893,12593,1891,599,0.06,761,59662,25000,0.06,732,39827,11870,0.74,9338,16115,11213,15102,113256,50046
6169,19715,19715,59750,47332,0.81,15891,65480,55301,0.14,2745,-5216,-3960,19715,61734,49096,19715,1924,656,0.07,1305,53573,24260,0.06,1273,33787,11126,0.74,14622,17577,11975,22913,123339,54563
6170,9343,9343,59745,53549,0.89,8313,64168,58125,0.09,841,-6876,-5682,9343,61809,55429,9343,2041,813,0.07,659,37991,21664,0.07,622,24643,11490,0.8,7466,15869,12009,10011,71411,39090
6171,20681,20681,66211,55783,0.88,18248,70800,62062,0.11,2264,-6996,-5420,20681,68470,57895,20681,2215,964,0.06,1292,54504,22456,0.06,1242,38014,10900,0.8,16540,18944,13964,22313,94460,49829
6172,7701,7701,61853,50186,0.85,6578,67203,57142,0.13,985,-7252,-5230,7701,63871,52106,7701,1981,758,0.06,453,56193,28514,0.06,436,36803,13792,0.77,5916,17833,12613,8798,106268,49671
6173,7417,7417,71401,55535,0.87,6456,76001,62221,0.14,1042,-8322,-6436,7417,73877,57746,7417,2425,938,0.07,507,98985,29808,0.07,490,77760,14368,0.78,5796,22437,15358,8096,118404,57226
6174,2995,2995,63712,52231,0.87,2593,67514,58018,0.11,325,-6277,-4872,2995,65930,54362,2995,2157,902,0.07,210,51889,23284,0.07,208,35830,8341,0.77,2312,18467,13291,3215,93152,44930
6175,2308,2308,67101,53986,0.84,1930,71651,60962,0.15,342,-6602,-5052,2308,69326,55980,2308,2175,846,0.09,216,65281,25359,0.09,200,49469,11340,0.75,1740,21035,14995,2550,122312,60231
6176,1229,1229,64541,53483,0.83,1017,67663,58875,0.12,153,-3839,-3570,1229,67124,56240,1229,2508,941,0.06,77,53113,19028,0.06,76,37018,7800,0.78,963,18842,12797,1285,106356,40920
6180,3286,3286,63646,52264,0.85,2792,69738,59948,0.1,323,-7365,-5425,3286,65719,53968,3286,2031,770,0.06,211,48453,22470,0.06,206,29639,8736,0.76,2503,18990,13975,3535,88020,46445
6181,307,307,74990,55289,0.82,253,77783,65940,0.26,79,-7456,-5985,307,77706,59690,307,2711,1051,0.07,20,71364,29612,0.06,18,61315,13862,0.81,249,23709,14459,326,145783,75770
6207,595,595,66003,51787,0.75,446,72557,61570,0.17,101,-3174,-2296,595,68979,54369,595,2665,709,0.11,66,107456,46632,0.11,65,87603,26006,0.76,450,20683,14514,658,138834,63663
6208,6507,6507,60990,46407,0.76,4973,68320,56320,0.14,932,-3578,-3227,6507,62999,47926,6507,1922,539,0.06,367,69070,31037,0.06,361,53036,16565,0.7,4567,19618,13429,7460,135933,58178
6209,947,947,58293,43441,0.74,705,64533,50509,0.16,154,-3658,-3614,947,60081,45196,947,1764,465,0.07,67,67258,30780,0.07,64,48996,13506,0.7,665,18594,11031,1103,127723,48885
6210,39976,39976,60096,43458,0.75,29928,65923,52637,0.14,5485,-4011,-3043,39976,62154,45191,39976,1998,540,0.07,2795,72432,27829,0.07,2737,49743,12646,0.7,28037,19234,11850,45251,140632,53539
6211,4223,4223,63001,45607,0.76,3191,70447,54821,0.14,596,-3800,-2708,4223,64963,47547,4223,1934,575,0.07,305,59429,25639,0.07,292,39862,12052,0.7,2955,20947,13566,4758,140112,57991
6213,397,397,60178,45559,0.77,304,65142,51494,0.16,64,-2784,-1528,397,62005,47309,397,1758,541,0.1,40,43392,17026,0.09,35,37259,15260,0.7,279,19246,13441,467,149569,69628
6214,427,427,65913,45187,0.7,299,71339,57888,0.12,52,-1924,-2316,427,68227,47343,427,2112,319,0.11,46,109942,28904,0.11,46,92778,18853,0.68,291,25071,14703,441,155522,63199
6215,2242,2242,61232,45060,0.77,1720,68986,56766,0.13,301,-2435,-1299,2242,63287,47286,2242,1912,638,0.08,171,86782,35615,0.08,174,75705,24214,0.71,1600,19732,13927,2510,151118,63231
6218,259,259,52623,38041,0.73,190,61801,53341,0.11,29,-4006,-914,259,54783,38186,259,2075,309,0.08,21,81042,51975,0.08,22,70468,25795,0.68,177,16467,11062,308,108056,40631
6220,2840,2840,57028,46471,0.78,2210,59325,52424,0.14,402,-223,-697,2840,59177,48246,2840,1866,500,0.07,193,103871,35827,0.07,192,85227,21792,0.74,2089,16710,10830,3212,129152,46151
6221,148,148,51599,45614,0.71,105,60287,52160,0.18,27,-1107,-696,148,55159,47822,148,3245,364,0.04,6,9218,6252,0.05,7,11137,5158,0.7,103,15909,11608,163,169931,47323
6224,768,768,55149,42619,0.75,574,58352,48296,0.16,123,-1420,-665,768,57317,44766,768,2149,476,0.06,47,35530,14165,0.06,46,26458,10380,0.7,534,17098,11966,843,131892,48424
6225,4631,4631,61220,46209,0.79,3680,67612,55531,0.15,678,-3652,-2384,4631,63057,47650,4631,1718,604,0.05,215,51996,23197,0.05,217,42005,15325,0.72,3339,19277,14073,5548,155626,65533
6226,575,575,68204,50161,0.8,459,72622,60548,0.21,122,-4390,-3824,575,70494,52400,575,2171,766,0.07,41,120796,22385,0.06,37,84208,15580,0.79,453,20902,14097,616,161922,78922
6227,464,464,62231,54703,0.79,366,69228,60820,0.16,73,-1369,-729,464,64666,56669,464,2074,606,0.09,43,114366,24000,0.09,44,106420,13996,0.75,349,18529,14181,517,138193,75612
6229,110,110,49857,45332,0.68,75,53417,45503,0.23,25,3208,-2626,110,51886,47112,110,2029,396,0.08,9,146338,50474,0.08,9,124848,31967,0.72,79,13779,11015,121,120494,54224
6230,25369,25369,61329,46882,0.8,20397,61872,51833,0.15,3890,-2935,-2762,25369,63417,48616,25369,2025,547,0.06,1642,93762,28566,0.06,1618,58534,12558,0.75,18940,18700,11245,28879,133793,53237
6232,6426,6426,60032,49234,0.84,5389,63628,54497,0.12,756,-3529,-2466,6426,61886,50683,6426,1830,590,0.05,345,78446,34085,0.05,348,48171,11670,0.76,4898,16989,12067,7177,111967,56799
6233,11782,11782,63253,49558,0.82,9713,66981,55964,0.15,1766,-3753,-2841,11782,65291,51304,11782,1997,628,0.06,673,64137,24147,0.06,669,41060,10621,0.76,8944,19069,13072,13232,140339,63673
6236,1390,1390,61215,45141,0.73,1013,63456,49994,0.18,253,-2531,-1919,1390,63784,47478,1390,2428,495,0.08,115,97494,37050,0.08,114,81385,28503,0.74,1032,19102,11596,1490,176150,80512
6237,1600,1600,62644,48406,0.72,1155,65171,53360,0.19,299,-1523,-2498,1600,65842,50888,1600,3023,594,0.09,142,87670,32612,0.09,139,61029,22269,0.74,1181,19622,12654,1733,160902,76285
6239,2692,2692,53358,40676,0.74,1987,59679,48351,0.16,442,-2523,-1726,2692,55615,42328,2692,1884,422,0.08,218,124192,31012,0.08,225,106320,20942,0.68,1838,16736,11318,3138,130820,52761
6240,92,92,41559,31668,0.53,49,53859,42914,0.3,28,-3885,-3080,92,44792,34238,92,2581,195,0.07,6,36798,20618,0.07,6,33794,20699,0.58,53,14395,6767,94,171572,55287
6244,974,974,54554,42582,0.59,579,50117,41960,0.17,161,1149,234,974,57607,44765,974,2555,250,0.1,95,81474,26305,0.09,92,84047,23368,0.7,682,16348,9533,1023,132780,54791
6251,219,219,52665,40837,0.71,155,55754,42798,0.23,51,490,589,219,55542,42819,219,2252,300,0.1,21,92068,43010,0.09,20,78769,56026,0.7,153,15765,8714,242,127323,51762
6253,409,409,43635,30696,0.65,264,52991,41990,0.21,84,-1381,-1380,409,45555,32290,409,1645,290,0.14,57,29355,19732,0.14,58,25410,16471,0.6,244,14332,7163,456,147659,47346
6254,269,269,62722,47993,0.77,207,73294,61278,0.19,52,-2181,-188,269,64387,49074,269,1282,349,0.1,26,109971,33397,0.09,25,102074,14399,0.72,194,20450,13027,311,124144,57068
6255,2438,2438,54292,39067,0.69,1683,59676,48803,0.19,471,-416,-457,2438,56067,40502,2438,1512,309,0.12,282,54336,21002,0.11,269,42791,13461,0.67,1632,16967,10066,2633,145050,70500
6256,134,134,57884,45160,0.69,93,61241,50671,0.18,24,-275,-2369,134,59916,46452,134,1892,260,0.11,15,42267,35069,0.12,16,21740,11484,0.7,94,17704,9785,138,140772,54838
6258,3905,3905,48401,41430,0.76,2952,50052,45302,0.15,574,-43,-161,3905,50479,42762,3905,1744,300,0.08,309,81375,26514,0.08,299,65696,16611,0.71,2775,12940,8908,4507,120860,48216
6260,926,926,45986,32416,0.69,635,44101,35501,0.14,134,1349,276,926,48753,34034,926,2489,294,0.07,65,63828,23029,0.07,62,51473,16224,0.65,604,14865,7215,1112,114430,33369
6262,419,419,42065,31316,0.61,254,54334,45810,0.19,80,-1650,-449,419,43876,32805,419,1638,187,0.13,53,48717,16408,0.13,53,50435,11705,0.6,250,13647,8838,469,107329,53892
6271,1956,1956,56145,45158,0.76,1494,59246,50071,0.13,253,-2415,-1509,1956,58308,46680,1956,1874,500,0.08,157,58058,24655,0.08,152,42179,12394,0.72,1416,16715,11297,2239,109901,50783
6275,856,856,45762,33268,0.64,550,52460,41596,0.19,161,649,287,856,48097,35084,856,2045,328,0.12,104,53444,26182,0.11,95,38132,16721,0.61,521,14494,9021,990,132111,53905
6280,17405,17405,54111,41375,0.74,12806,55463,45085,0.16,2812,-1690,-1786,17405,56384,43077,17405,2149,440,0.09,1626,75178,28445,0.09,1585,53023,12062,0.71,12409,15782,9330,18997,140218,58303
6281,5398,5398,59646,44307,0.69,3699,59022,46162,0.17,891,-753,-832,5398,62403,46865,5398,2546,462,0.15,787,65665,28149,0.14,742,43569,12815,0.73,3963,18230,9995,5979,182020,61537
6282,998,998,62448,40866,0.59,588,61747,44028,0.24,237,-1561,-401,998,65620,44363,998,3024,354,0.17,168,63311,28124,0.17,168,39089,9638,0.7,696,21495,12012,1087,264753,82565
6284,1721,1721,54972,42923,0.74,1265,58222,47629,0.17,286,-249,-796,1721,57260,45149,1721,2156,473,0.16,270,81506,28096,0.15,258,62373,14001,0.73,1263,15757,9679,1806,134363,63698
6285,6788,6788,51606,40092,0.73,4969,52436,41929,0.18,1206,342,-261,6788,53882,41920,6788,2135,418,0.17,1121,61522,26440,0.16,1077,40344,11262,0.73,4947,14402,8096,7779,107019,40055
6286,475,475,45202,36570,0.65,310,51257,42428,0.18,86,257,-550,475,47494,38018,475,2199,321,0.17,79,72593,37515,0.17,81,51049,15112,0.66,314,13343,8296,487,139539,59134
6288,405,405,40998,33869,0.6,242,49374,42449,0.16,64,4464,3369,405,42812,34756,405,1344,185,0.17,68,73677,29444,0.17,70,69201,23492,0.63,256,12533,7729,413,147164,51613
6290,1008,1008,42974,33654,0.55,558,49639,40156,0.16,160,879,511,1008,44807,34124,1008,1728,295,0.12,119,87607,25495,0.11,110,72948,14083,0.61,612,12537,7150,1096,169393,65938
6302,2022,2022,56402,45176,0.7,1407,55812,48005,0.17,339,-1036,-644,2022,59360,47299,2022,2530,397,0.09,185,99603,27447,0.09,181,87580,20189,0.71,1428,16857,11818,2299,122247,53866
6304,925,925,62598,46315,0.6,557,57305,48330,0.17,161,-148,-672,925,66585,49435,925,2685,286,0.1,95,135529,25250,0.1,91,122245,16328,0.71,655,20458,12295,985,160368,61067
6306,600,600,65017,48002,0.58,345,47914,39691,0.16,95,2226,897,600,68347,50117,600,3272,292,0.08,45,61060,16567,0.07,44,49626,10650,0.72,430,20765,14278,643,142788,46829
6308,918,918,63514,47501,0.63,580,53046,43240,0.17,152,22,-460,918,66681,50161,918,2972,398,0.08,77,68258,21972,0.08,72,55622,8738,0.74,683,18987,11714,975,129757,49240
6309,180,180,72717,50172,0.68,123,52123,49371,0.16,28,1209,2110,180,75331,51463,180,2158,270,0.1,18,106498,16221,0.1,18,85129,10900,0.73,131,26116,10628,186,123677,62868
6311,322,322,58188,42941,0.7,226,51170,42090,0.12,39,397,-84,322,61140,45526,322,2551,324,0.08,26,107407,18334,0.08,26,103470,14439,0.72,231,17330,10982,351,94412,46713
6312,2566,2566,57038,48784,0.74,1898,53814,49882,0.15,385,-867,0,2566,59675,50941,2566,2376,428,0.07,167,89975,34530,0.06,157,65395,21019,0.77,1968,15333,10530,2861,126151,45607
6313,126,126,68796,52349,0.72,91,50739,46800,0.13,17,5355,216,126,72422,56502,126,2941,352,0.05,6,36317,32906,0.04,5,15408,8100,0.82,103,19002,11881,119,127459,49798
6315,1237,1237,52461,43743,0.67,826,46063,40696,0.14,167,-798,-1198,1237,56605,47875,1237,3676,615,0.07,87,145785,35311,0.07,86,121964,22672,0.72,892,14013,9512,1362,117695,43330
6316,212,212,74142,54319,0.58,124,47711,41272,0.17,35,2522,1314,212,77937,55075,212,3795,351,0.04,8,73342,62704,0.04,9,50487,13077,0.76,161,23214,14833,231,229771,48006
6317,2352,2352,52029,44138,0.78,1829,48953,45033,0.12,292,125,-284,2352,54406,46064,2352,2234,375,0.04,97,68780,33246,0.04,96,50419,19280,0.76,1778,13323,8233,2626,93206,35061
6318,299,299,60712,48178,0.59,176,44126,40638,0.16,49,-1032,123,299,63875,51422,299,2924,216,0.1,30,143295,80334,0.09,27,108889,51682,0.72,216,18411,12809,284,129498,42127
6320,357,357,56239,48505,0.57,205,44010,40688,0.16,57,4102,1327,357,59833,51687,357,3070,211,0.06,23,96470,52350,0.06,23,70460,26843,0.78,277,14580,10136,363,129830,39056
6321,293,293,47284,36110,0.56,164,47565,38370,0.14,41,-2038,-331,293,49730,38827,293,1573,144,0.06,18,121334,40815,0.06,19,86286,22632,0.67,197,12235,7640,297,82392,33786
6322,127,127,63556,47009,0.52,66,42047,31674,0.2,26,-1454,89,127,67379,48558,127,3464,310,0.07,9,36563,20244,0.08,10,34863,10731,0.73,93,18955,11012,133,144723,45896
6323,584,584,44663,36912,0.68,395,48392,44236,0.13,76,1637,-1080,584,46951,37964,584,2081,334,0.1,61,79509,35956,0.1,60,63843,20478,0.65,379,11973,8753,613,106686,49535
6324,2130,2130,47149,38762,0.68,1441,50350,44377,0.16,334,-840,-402,2130,49271,40408,2130,1897,300,0.11,226,73757,31014,0.11,234,50028,15634,0.68,1445,13446,8468,2276,111633,48885
6326,357,357,41967,32491,0.61,217,50947,41488,0.13,46,-1011,-211,357,44175,34253,357,1652,150,0.14,50,95679,43772,0.14,50,87608,33192,0.58,206,15691,9409,324,113122,39939
6327,128,128,37946,28867,0.55,71,42947,34569,0.13,17,6372,6430,128,39789,29868,128,1843,144,0.09,12,47099,44224,0.09,12,36034,27870,0.59,75,11935,8950,137,107651,34905
6328,289,289,43576,37446,0.6,173,42664,33815,0.2,59,1312,1093,289,46180,39543,289,2381,264,0.06,17,234055,85977,0.06,17,284651,60923,0.65,187,16676,10058,304,98582,38451
6330,21397,21397,52432,42563,0.74,15855,53273,46535,0.16,3389,-760,-833,21397,54608,44221,21397,2071,465,0.09,1865,77796,27631,0.08,1794,58608,14370,0.72,15424,14548,9227,23233,130982,53085
6333,3601,3601,45217,33029,0.62,2232,49296,38405,0.18,660,-99,102,3601,47288,34876,3601,1811,275,0.17,604,65329,24722,0.17,606,47641,12530,0.62,2224,13726,7360,3781,163061,58941
6335,451,451,72989,55988,0.7,314,53713,50904,0.15,69,993,660,451,76906,59540,451,3625,366,0.07,31,139536,30000,0.07,32,110441,7713,0.78,353,23072,13958,516,122263,36381
6336,210,210,55000,43604,0.54,114,42867,41863,0.19,39,2210,824,210,58305,47400,210,3181,233,0.05,11,220305,58706,0.06,12,169861,31413,0.72,151,17646,11212,205,72685,28185
6337,411,411,57668,46687,0.64,265,44250,37800,0.16,66,-270,-954,411,61184,48735,411,2622,290,0.04,18,312920,65176,0.05,19,262599,16458,0.76,311,16916,10888,451,70877,25415
6338,463,463,58014,43847,0.57,263,41753,33200,0.22,102,69,-1452,463,60965,46365,463,2685,202,0.11,52,105475,33418,0.1,48,84489,25833,0.71,330,19008,12492,518,152176,41651
6341,168,168,75979,68416,0.56,94,44466,39979,0.18,30,1223,-2228,168,80657,70868,168,4642,308,0.04,6,82384,88862,0.04,6,39581,28322,0.79,132,23236,17774,184,104531,37348
6343,146,146,59329,53852,0.48,70,40098,34127,0.15,22,-3570,-3178,146,63812,56874,146,3372,150,0.09,13,337562,150829,0.08,12,340709,158106,0.79,116,17038,12795,158,104664,27046
6346,484,484,59990,49396,0.62,298,52045,48784,0.16,79,764,-782,484,64081,51552,484,3955,300,0.07,32,74292,30996,0.06,30,53683,9537,0.74,360,18102,12722,533,123638,39797
6348,446,446,56182,38352,0.69,309,59118,48418,0.15,69,-131,-738,446,58843,40958,446,2418,392,0.08,36,110909,32541,0.08,35,90060,23077,0.66,294,18162,12159,518,119134,46059
6350,277,277,62415,52818,0.58,161,45059,39488,0.14,39,-3345,-2672,277,66758,53171,277,4033,449,0.07,19,67890,19496,0.06,17,58898,10141,0.78,215,16994,13526,294,107828,39453
6352,135,135,64171,46719,0.52,70,34929,26632,0.18,24,-760,-688,135,70132,55961,135,4941,158,0.07,10,66061,15428,0.05,7,71758,8101,0.76,103,18643,13672,136,127416,37952
6353,558,558,60894,51204,0.65,360,50927,46356,0.16,87,451,1277,558,65369,55539,558,3603,366,0.1,56,126641,49014,0.09,51,112210,38961,0.78,434,16945,12401,554,123095,47009
6355,372,372,80085,61891,0.5,185,40907,37546,0.17,64,-2566,-3430,372,85778,70410,372,5197,285,0.08,31,162159,53330,0.08,28,143347,29204,0.8,297,27092,16400,456,147508,31415
6358,75,75,69207,52481,0.63,47,37274,36254,0.21,16,-1570,794,75,72205,52631,75,1534,144,0.09,7,191953,25845,0.09,7,146521,6510,0.75,56,20401,15255,79,57805,28574
6359,327,327,80205,56694,0.6,196,38225,34186,0.13,41,1255,2379,327,83829,57871,327,3469,144,0.07,22,323161,41765,0.07,22,295289,17413,0.79,259,25394,13120,336,166192,33958
6365,352,352,68715,56536,0.6,210,46559,44210,0.18,64,-911,-1557,352,72684,59314,352,3964,394,0.1,34,116808,31385,0.09,31,94778,13848,0.82,290,18525,12847,358,148947,62329
6367,228,228,64941,50150,0.68,155,44034,36365,0.16,37,-491,142,228,69175,51960,228,3838,373,0.04,10,80624,40426,0.04,8,61329,46388,0.77,175,18231,11882,257,118112,58685
6369,468,468,75915,56059,0.6,279,49610,44503,0.15,71,-2460,-861,468,80067,59560,468,3520,334,0.08,38,259261,69423,0.08,36,194761,46684,0.8,373,22329,13677,506,133877,39363
6370,322,322,62785,50465,0.64,205,43601,36400,0.17,56,-373,972,322,67517,53456,322,3316,476,0.06,19,68248,16192,0.07,23,40663,3372,0.74,239,17864,11388,326,142777,49925
6375,635,635,73189,56271,0.61,387,49657,43709,0.13,83,-385,-1484,635,76279,57640,635,2621,319,0.08,50,153488,44865,0.08,49,128215,27799,0.8,508,21266,13101,639,143783,54406
6383,572,572,74814,52492,0.59,340,46850,41458,0.14,82,-1163,-594,572,78160,55473,572,3334,300,0.07,39,115708,56724,0.07,40,90812,25481,0.75,431,24001,13733,597,124437,47176
6386,56,56,88725,63979,0.54,30,30074,24520,0.12,7,-1074,-2364,56,94365,73477,56,4224,50,0.04,2,97186,97186,0.04,2,50742,50742,0.71,40,32278,20222,64,137745,48704
6390,967,967,70232,59710,0.8,773,78325,73861,0.23,220,-4913,-2401,967,72318,62213,967,1927,541,0.05,51,47321,18713,0.05,53,32997,13907,0.77,743,22254,18858,1094,150629,73550
6391,670,670,72493,54440,0.6,405,49507,43824,0.2,137,1699,-284,670,76299,57492,670,3212,300,0.05,34,120256,49296,0.06,37,81700,21648,0.82,547,21025,12048,686,128288,54165
6392,351,351,71903,53006,0.59,208,42537,37458,0.16,57,2547,1604,351,75979,59336,351,3737,268,0.07,24,137045,55788,0.06,21,116431,21494,0.79,278,21133,12365,349,112242,41082
6393,74,74,46415,35106,0.51,38,27850,19883,0.03,2,1077,1077,74,48485,36114,74,1270,60,0.07,5,30336,21960,0.07,5,24992,14353,0.61,45,13666,9645,53,104783,24271
6394,151,151,56190,43221,0.57,86,39985,31472,0.17,25,213,-13,151,59293,45261,151,3103,198,0.09,13,80168,79663,0.09,14,55387,43651,0.73,110,15435,10181,148,113370,46931
6395,1366,1366,57664,45396,0.58,797,45871,40486,0.17,238,418,0,1366,61164,48670,1366,3214,300,0.06,84,116075,43456,0.06,84,92475,28408,0.73,1003,15927,10894,1387,132430,40869
6396,231,231,58169,47376,0.66,153,46264,44220,0.19,44,2898,160,231,61586,50901,231,3361,363,0.04,9,33506,20836,0.03,8,22316,16199,0.76,175,16452,11316,237,117233,43954
6398,314,314,41589,27238,0.58,182,43766,30445,0.16,49,1070,981,314,43299,27944,314,1611,155,0.15,46,64261,23900,0.14,44,58786,17198,0.54,168,13709,6333,344,171105,59878
6401,3842,3842,56248,47466,0.77,2970,58083,51142,0.14,549,-2757,-2016,3842,58698,49116,3842,2136,474,0.07,258,415078,32161,0.06,249,400085,16000,0.75,2868,15560,11056,4438,119019,47145
6403,122,122,52401,41380,0.62,76,46177,39554,0.12,15,-819,-669,122,57468,42795,122,1815,144,0.09,11,56691,25103,0.09,11,24219,18836,0.73,89,13730,8628,127,100222,47557
6405,184,184,59855,50966,0.68,125,46403,38822,0.19,35,-4253,-2542,184,64152,52170,184,3665,462,0.11,20,86551,20486,0.11,20,61650,24190,0.79,145,14622,11210,202,102833,49580
6407,571,571,64576,54037,0.69,392,54144,48232,0.1,58,40,-1407,571,69662,57207,571,3566,529,0.06,33,83817,25402,0.05,31,66055,14874,0.79,452,17809,12372,612,141187,42706
6409,243,243,73228,56870,0.63,152,44496,41279,0.11,27,1215,2853,243,76689,57938,243,3461,300,0.03,7,56706,37768,0.03,7,46040,27840,0.84,204,19384,12918,252,112010,37762
6410,529,529,59850,47879,0.7,370,50630,46433,0.14,75,630,87,529,62141,49423,529,2154,340,0.08,42,175055,32852,0.08,41,156076,27616,0.76,403,16841,10381,559,103590,46977
6415,1592,1592,73365,50864,0.78,1248,57057,50730,0.15,233,1052,-453,1592,77372,52816,1592,2414,540,0.05,81,116068,39431,0.05,84,80482,20801,0.78,1235,24321,11610,1846,113947,45759
6418,387,387,72393,54420,0.65,250,49926,46717,0.2,78,-302,-750,387,76906,56809,387,3861,475,0.06,24,186496,28503,0.05,20,207953,31839,0.76,294,22840,13805,429,146246,59183
6421,96,96,73892,51860,0.55,53,40191,27427,0.17,16,13592,5848,96,78373,59660,96,2284,80,0.07,7,306896,222420,0.07,7,237511,177587,0.81,78,21728,17162,89,121026,61457
6423,96,96,66470,61328,0.68,65,57386,53801,0.15,14,14231,4406,96,75554,63100,96,2731,474,0.05,5,1269099,62668,0.06,6,900294,35763,0.79,76,18140,15436,103,116749,47238
6425,94,94,89547,65560,0.49,46,30025,22242,0.21,20,4355,2402,94,95455,66732,94,4336,50,0.09,8,118973,115298,0.07,7,97570,68451,0.78,73,29782,15074,100,77504,21640
6426,420,420,64116,56815,0.75,313,63424,55890,0.14,59,3503,659,420,67036,58236,420,2329,548,0.05,20,181050,52226,0.05,21,141121,29008,0.75,314,19460,15844,501,107516,58345
6429,379,379,61381,51727,0.88,334,65294,56678,0.12,46,-5205,-1938,379,63245,53620,379,1862,608,0.06,24,70257,24348,0.06,23,46143,14450,0.78,297,17228,12186,499,76909,35814
6430,14271,14271,77530,66288,0.91,13052,78296,69472,0.18,2548,-4595,-3251,14271,79804,68269,14271,2204,820,0.05,655,108324,31453,0.04,631,85152,17072,0.84,11926,23156,17466,16874,102796,47610
6431,98,98,53007,44556,0.82,80,56849,55902,0.13,13,-9,-311,98,54518,45448,98,1511,282,0.04,4,534743,108744,0.04,4,485780,72484,0.65,64,15712,12089,199,37544,3351
6432,3965,3965,70181,59922,0.91,3617,71603,63397,0.12,476,-3069,-2181,3965,72115,61998,3965,1920,708,0.04,177,79994,26670,0.04,174,57444,13324,0.82,3236,20173,15021,5016,84306,41224
