Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
2120,13486,13486,73780,53384,0.77,10418,79898,64212,0.21,2840,-2290,-1495,13486,76365,55558,13486,2534,630,0.08,1125,91867,27600,0.08,1063,65928,11120,0.74,9986,25671,15811,14908,193417,83716
2121,21558,21558,66969,48177,0.76,16365,71932,58857,0.25,5453,-3181,-2408,21558,69334,50244,21558,2304,449,0.09,1901,640621,24292,0.08,1714,679635,9715,0.72,15475,23192,13798,22080,174071,42810
2122,20369,20369,58707,42654,0.75,15242,63928,53391,0.25,5022,-2177,-1896,20369,60735,44288,20369,1976,372,0.09,1886,78892,26856,0.08,1705,58734,10465,0.69,14119,19600,11770,22081,140564,34547
2125,11266,11266,82105,54148,0.74,8385,83786,63544,0.28,3124,-2926,-1529,11266,85300,56993,11266,3108,590,0.08,900,146635,33084,0.07,842,109309,13518,0.74,8311,30918,16680,12099,259267,92102
2126,12305,12305,71111,51408,0.77,9432,79498,63697,0.29,3512,-4806,-3150,12305,73708,53668,12305,2516,572,0.08,979,242194,28000,0.07,920,228989,10723,0.72,8915,25021,15452,13062,192692,75560
2127,13262,13262,63954,54307,0.84,11118,70118,62958,0.2,2652,-6838,-5150,13262,66141,55914,13262,2139,568,0.11,1405,62330,26794,0.1,1262,41607,11348,0.77,10213,19331,13774,13514,85336,30436
2128,1426,1426,52052,45005,0.8,1136,57404,51858,0.14,203,-1883,-3007,1426,53675,45950,1426,1607,415,0.15,216,90617,36078,0.14,200,73497,15544,0.76,1080,13548,9463,1573,57582,23669
2129,68,68,70083,46746,0.87,59,64249,53780,0.13,9,580,685,68,73615,51392,68,3532,784,0.04,3,71658,46091,0.04,3,20307,18508,0.85,58,19589,11072,79,74345,32823
2130,5244,5244,80106,62204,0.85,4471,79148,66716,0.17,905,-359,-912,5244,82658,64391,5244,2529,774,0.12,621,60461,22240,0.11,563,30527,8103,0.83,4343,25213,15493,6132,152451,59007
2131,16175,16175,57071,44977,0.83,13369,59224,50245,0.15,2475,-231,-674,16175,58777,46443,16175,1679,402,0.1,1678,60082,22752,0.09,1469,40227,9138,0.74,11936,16811,10330,18355,94487,24551
2132,6580,6580,67532,50086,0.77,5074,70805,57850,0.25,1663,-124,-821,6580,69926,52122,6580,2292,550,0.11,705,73415,30276,0.1,654,46867,13983,0.75,4950,21949,12996,7367,142233,51087
2133,6605,6605,62424,50299,0.8,5266,66375,57372,0.23,1503,381,-346,6605,64633,52366,6605,2157,625,0.11,704,78288,32998,0.1,659,54803,14207,0.77,5067,18486,12401,7493,125091,53960
2134,10523,10523,49530,33503,0.77,8086,51196,39747,0.21,2160,-1300,-888,10523,51221,34656,10523,1595,299,0.1,1023,130146,25112,0.08,873,120507,10626,0.66,6897,16334,7915,11807,81595,10767
2135,19155,19155,67340,40300,0.79,15218,57121,42604,0.21,4087,706,-149,19155,69800,41940,19155,2365,345,0.09,1809,259327,30070,0.08,1581,231419,14244,0.71,13549,24766,10485,20657,167047,15694
2136,4844,4844,60981,47068,0.78,3779,63691,54999,0.24,1151,258,-777,4844,63281,49044,4844,2189,514,0.11,520,83456,31774,0.1,484,59045,15146,0.75,3628,18631,11322,5349,118305,43841
2137,17907,17907,79625,55528,0.77,13770,77527,62888,0.26,4672,171,-477,17907,82721,57891,17907,2949,660,0.09,1660,178985,34437,0.09,1544,146684,13024,0.77,13789,27764,15100,19466,207521,68366
2138,12351,12351,65391,49341,0.81,9944,70672,58410,0.23,2881,-4678,-3464,12351,67641,51051,12351,2172,490,0.09,1084,76715,26439,0.08,953,52954,11427,0.74,9174,21519,13169,13519,104943,27328
2140,13472,13472,51653,41486,0.86,11617,53996,47057,0.12,1578,-3816,-3458,13472,53098,42900,13472,1411,399,0.11,1416,59607,20269,0.09,1214,45867,7618,0.73,9823,14430,9103,14109,54122,13392
2141,18960,18960,46294,36798,0.79,14976,50753,43960,0.17,3282,-2119,-1594,18960,47673,37782,18960,1364,305,0.12,2274,60740,28106,0.11,2028,41147,10614,0.69,13157,12543,7704,20930,63859,15409
2142,15650,15650,45011,37930,0.83,12936,48752,43348,0.11,1647,-2681,-1665,15650,46468,39012,15650,1430,400,0.14,2179,57650,28525,0.13,1970,41715,11736,0.71,11141,11114,7371,16964,47538,12855
2143,5205,5205,49085,41061,0.79,4093,54519,48826,0.17,873,-1551,-1145,5205,50765,42439,5205,1604,449,0.12,648,83253,32956,0.12,609,66999,12650,0.73,3795,12866,8436,5645,79367,26165
2144,22927,22927,38575,31731,0.77,17611,42154,36447,0.1,2397,14,-369,22927,39793,32582,22927,1184,298,0.18,4152,50065,30995,0.16,3722,32315,12988,0.66,15115,9046,5659,23993,37480,7776
2145,49180,49180,58988,50230,0.84,41264,63955,57136,0.17,8546,-3718,-3061,49180,60899,51884,49180,1864,631,0.1,4780,63063,26001,0.09,4513,44280,12053,0.77,37702,16670,12004,53518,91608,34343
2146,11536,11536,56214,49652,0.85,9807,61115,55195,0.16,1810,-3235,-3126,11536,58032,50966,11536,1802,636,0.1,1110,51059,20948,0.09,1045,36366,9407,0.77,8847,15195,11135,12733,93367,39211
2147,20971,20971,57436,50123,0.84,17635,62224,56620,0.16,3251,-3006,-2372,20971,59448,51852,20971,1982,674,0.09,1895,54482,25906,0.08,1756,35195,11270,0.77,16121,15666,11654,24093,109308,50006
2148,38907,38907,51910,46791,0.85,33109,55969,51975,0.12,4849,-2664,-2727,38907,53667,48360,38907,1739,621,0.1,4072,52317,27305,0.1,3813,34492,11042,0.76,29653,13185,9765,43133,73538,30244
2150,24295,24295,57491,49052,0.87,21220,61336,55039,0.1,2481,-3819,-3204,24295,59000,50456,24295,1489,486,0.09,2091,56038,20800,0.08,1857,39703,8238,0.76,18397,16247,11915,25396,49974,14304
2151,12829,12829,63970,51235,0.81,10397,66980,59083,0.2,2516,-2637,-2032,12829,66229,53105,12829,2212,595,0.1,1231,132820,25800,0.09,1153,120777,12267,0.76,9768,19588,13055,14216,130018,49130
2152,6852,6852,64383,54437,0.81,5539,69524,62920,0.17,1197,-2975,-2351,6852,66723,56168,6852,2318,672,0.09,640,50007,26202,0.09,606,28145,11482,0.77,5271,19333,13837,7487,133591,64253
2153,37220,37220,69184,53979,0.79,29378,75128,64194,0.25,9258,-4138,-2895,37220,71792,56224,37220,2543,669,0.09,3183,89832,30091,0.08,2990,59555,13846,0.75,27994,22666,15237,40196,167542,76198
2154,25777,25777,73675,51621,0.76,19549,77744,61666,0.26,6609,-4304,-3098,25777,76591,54011,25777,2832,598,0.08,2110,104658,28110,0.07,1930,76520,12450,0.74,19051,25892,14978,27399,199288,75320
2155,40235,40235,71708,58056,0.84,33980,76639,66166,0.24,9585,-6564,-4913,40235,74480,60443,40235,2706,825,0.09,3429,102814,29491,0.08,3272,80104,12800,0.79,31814,22375,15359,41843,128942,65447
2156,8801,8801,89278,52662,0.71,6233,76454,55992,0.23,2057,-451,-607,8801,92701,55127,8801,3361,522,0.08,742,124075,34767,0.08,697,87236,17239,0.75,6575,34795,16030,9269,306287,100056
2157,2539,2539,70217,48000,0.74,1878,64846,50088,0.2,504,2235,786,2539,72775,50104,2539,2527,385,0.11,273,89906,41250,0.1,260,62982,22334,0.74,1883,23979,12413,2720,176199,65487
2158,5722,5722,94269,52955,0.73,4154,76227,56692,0.24,1390,106,-1064,5722,98100,55465,5722,3675,500,0.09,496,141437,28748,0.08,472,115079,13092,0.75,4275,38232,15108,6083,278667,78455
2159,3326,3326,76911,47943,0.71,2347,73378,53734,0.23,758,2985,943,3326,80116,50265,3326,3015,512,0.11,353,93034,43018,0.1,339,60147,19364,0.76,2517,27399,12919,3547,249226,84972
2160,20361,20361,48050,39824,0.78,15803,52497,47057,0.14,2950,-944,-1142,20361,49751,41269,20361,1669,420,0.15,3084,66210,34070,0.14,2890,47375,13916,0.72,14622,12539,8170,21913,67387,19882
2161,15267,15267,46041,38812,0.77,11766,50606,46148,0.13,1993,-1236,-1293,15267,47669,40051,15267,1601,400,0.15,2299,66676,36966,0.14,2175,46361,16299,0.71,10869,11563,7722,16579,60985,19320
2162,9235,9235,46831,39378,0.77,7134,52118,47815,0.15,1421,-858,-1206,9235,48478,40481,9235,1556,413,0.12,1113,62487,33889,0.11,1045,42127,14933,0.7,6469,12186,8516,10095,78941,26403
2163,4168,4168,43581,38612,0.81,3372,47090,44688,0.11,441,-987,-1567,4168,45155,40015,4168,1550,410,0.12,513,61720,31559,0.12,486,42022,12521,0.71,2951,10410,7072,4893,51013,15231
2164,9970,9970,52064,44662,0.8,8014,55107,50547,0.17,1713,619,-673,9970,53959,46376,9970,1871,559,0.1,965,71569,35000,0.09,936,49307,16210,0.74,7392,13808,9612,11024,94297,34492
2165,18085,18085,45618,39784,0.81,14656,48913,45340,0.15,2675,-319,-848,18085,47223,41153,18085,1546,429,0.11,1953,73923,38462,0.1,1858,53634,16794,0.71,12789,11272,8109,20300,61563,20488
2166,25732,25732,44889,39442,0.83,21242,47497,43954,0.16,3989,-690,-741,25732,46294,40625,25732,1383,388,0.08,2176,90000,38546,0.08,2071,69764,16385,0.7,18102,11031,7706,29650,52657,17732
2167,6006,6006,56628,51268,0.88,5272,61352,56375,0.18,1063,-4270,-3204,6006,58667,53148,6006,2010,771,0.08,478,65909,22961,0.08,461,51353,11828,0.79,4723,14802,11127,6638,82885,38898
2168,20205,20205,48588,44219,0.85,17165,52353,49146,0.12,2498,-2509,-2372,20205,50425,45816,20205,1822,628,0.09,1753,68268,37435,0.08,1681,48714,17157,0.75,15155,11777,8752,23461,64216,25201
2170,55490,55490,53589,46768,0.83,46315,57353,52335,0.15,8248,-2155,-2279,55490,55658,48478,55490,2037,670,0.1,5623,91826,35000,0.1,5324,72420,16478,0.76,42269,14030,9969,61602,82650,33585
2171,21362,21362,59733,51063,0.85,18173,62341,56152,0.2,4365,-2957,-3154,21362,62137,52986,21362,2335,904,0.09,1965,87969,38126,0.09,1882,64622,17213,0.8,17025,16125,11321,22631,94030,46835
2172,1745,1745,74425,61143,0.85,1479,76222,67620,0.31,542,-5078,-3492,1745,77331,63822,1745,2897,1050,0.06,112,76798,40296,0.06,106,44905,17936,0.81,1413,22764,15691,1873,185039,92284
2173,8804,8804,63042,56467,0.89,7837,66989,62150,0.2,1755,-5137,-3909,8804,65529,58706,8804,2457,1016,0.07,644,67850,26602,0.07,608,48454,12442,0.82,7206,16893,13005,9629,122543,65455
2174,4834,4834,62395,55526,0.88,4268,66862,61280,0.2,988,-4398,-3529,4834,64689,57746,4834,2280,984,0.09,431,54833,30935,0.08,408,32989,14850,0.82,3948,16766,12835,4743,68550,39774
2175,1136,1136,68584,49241,0.73,830,58601,50712,0.27,310,5385,2419,1136,71617,50795,1136,2722,550,0.09,107,127113,54236,0.09,104,91596,26374,0.76,858,22314,12286,1213,186861,43954
2176,24652,24652,54321,45680,0.81,20004,56539,51104,0.21,5237,581,-250,24652,56257,47358,24652,1899,608,0.09,2241,112878,35160,0.09,2135,93143,17099,0.75,18403,14880,9901,26971,96538,38026
2177,8114,8114,50729,44826,0.84,6825,54218,49907,0.17,1418,-1551,-1083,8114,52466,46250,8114,1722,606,0.09,718,81895,32637,0.08,677,64704,15009,0.76,6142,12677,9273,9199,70760,28954
2178,2243,2243,70014,48189,0.76,1705,57646,48121,0.26,590,3692,1914,2243,72513,50483,2243,2407,508,0.1,214,204295,51754,0.1,215,166635,26675,0.79,1763,22415,10998,2412,203845,41507
2179,4912,4912,59665,51242,0.8,3943,61643,57321,0.18,865,1121,-829,4912,61980,53133,4912,2189,768,0.11,530,64034,33031,0.1,503,46569,18513,0.79,3863,16425,11973,5081,102409,40170
2190,12204,12204,49340,38845,0.76,9233,53945,46363,0.16,1983,-341,-1059,12204,51194,40266,12204,1825,445,0.15,1787,79441,39855,0.14,1710,58851,19591,0.71,8604,13617,8529,13230,72384,23252
2191,3369,3369,56733,45204,0.78,2634,61171,52600,0.23,769,229,-745,3369,58857,46910,3369,2108,600,0.12,395,77676,36387,0.11,370,57434,15628,0.75,2539,16038,10260,3704,105900,44174
2192,7567,7567,49322,42335,0.8,6079,53425,48707,0.15,1119,827,-320,7567,51070,43856,7567,1709,477,0.14,1042,54742,30344,0.13,968,37274,14210,0.73,5513,12784,8808,8581,66553,24784
2193,11170,11170,62417,49420,0.82,9186,64850,55000,0.17,1941,360,-103,11170,64434,51154,11170,1991,564,0.12,1320,67321,28378,0.11,1214,43831,11276,0.76,8507,18753,11804,12353,117060,42732
2194,15437,15437,43424,36121,0.81,12442,47488,42224,0.14,2151,-746,-1053,15437,44726,37215,15437,1267,340,0.13,2043,49067,28000,0.12,1828,31683,10356,0.69,10601,10888,7081,16833,49944,14519
2195,13550,13550,40389,33100,0.76,10344,45880,41214,0.08,1131,-538,-710,13550,41774,34320,13550,1375,353,0.22,2975,51388,30445,0.21,2834,37091,16193,0.66,8974,9847,6614,15195,42196,12152
2196,16805,16805,47678,38797,0.78,13033,52386,46060,0.15,2544,-305,-767,16805,49419,40317,16805,1711,440,0.15,2595,65131,34348,0.15,2467,46894,17472,0.7,11845,12638,8064,18476,71009,23747
2197,4472,4472,50816,41089,0.79,3526,54351,48298,0.16,702,-285,-550,4472,52721,42468,4472,1887,504,0.12,544,88725,38232,0.11,513,69569,18071,0.71,3186,14158,9074,4904,84292,29871
2198,4751,4751,53455,42319,0.78,3694,57110,49505,0.18,864,228,-180,4751,55444,43930,4751,1950,517,0.11,510,84245,40000,0.1,476,62025,18452,0.72,3427,15221,9772,5204,123013,48044
2199,8965,8965,47730,39917,0.8,7136,52094,46560,0.16,1411,-928,-1114,8965,49496,41521,8965,1740,464,0.12,1048,91390,34616,0.11,980,75443,15650,0.71,6338,12540,8510,9894,73041,25336
2200,23344,23344,46852,38698,0.8,18606,50629,45392,0.14,3238,54,-687,23344,48513,40066,23344,1631,418,0.13,3136,69201,32640,0.13,2989,51808,16729,0.7,16431,12250,8176,25567,61781,18982
2203,9219,9219,76087,60163,0.86,7967,76101,65055,0.16,1456,-57,-492,9219,78556,62459,9219,2409,818,0.12,1067,70585,24472,0.11,1005,45179,10080,0.83,7646,23084,14703,10886,136270,60826
2204,16678,16678,70126,56896,0.86,14312,71387,61488,0.16,2651,1343,-54,16678,72391,58865,16678,2219,698,0.13,2092,57925,25252,0.12,1957,35108,10431,0.82,13603,20686,13720,20298,108623,43187
2205,15573,15573,55552,45328,0.84,13141,59691,52000,0.15,2340,-3700,-2895,15573,57447,47119,15573,1860,485,0.13,1983,49478,24732,0.11,1730,34674,10434,0.75,11655,15716,10316,16906,65755,19580
2206,11558,11558,69658,53184,0.77,8940,70220,59098,0.26,2949,3217,1529,11558,72330,55408,11558,2574,724,0.12,1337,139968,32945,0.11,1261,116510,15117,0.78,9072,21611,13259,12725,147836,67067
2207,16413,16413,59796,47898,0.79,12973,63590,54961,0.21,3494,375,6,16413,61986,49652,16413,2138,640,0.11,1763,85987,30830,0.1,1621,67641,15021,0.75,12330,17674,11333,18221,121151,49603
2208,7610,7610,59567,47700,0.77,5860,63542,55053,0.24,1821,2120,959,7610,61625,49280,7610,2030,560,0.1,777,94058,34869,0.1,724,74136,16090,0.75,5697,17561,11322,8380,122650,50609
2209,9688,9688,53535,43936,0.78,7516,59672,52506,0.22,2103,-418,-681,9688,55389,45354,9688,1784,492,0.1,1002,70987,27410,0.1,934,54161,12296,0.72,7009,15455,10354,10653,104549,37182
2210,18880,18880,58492,45651,0.79,14830,61999,52870,0.19,3632,-772,-1342,18880,60607,47192,18880,2082,550,0.1,1812,78561,31013,0.09,1696,56597,12568,0.73,13848,17694,10956,20701,135106,47168
2211,10435,10435,57741,47808,0.8,8375,62757,55589,0.2,2132,-739,-716,10435,59832,49621,10435,2034,630,0.09,987,197594,29735,0.09,932,181994,13613,0.75,7824,16561,11694,11474,124672,54293
2212,9573,9573,57072,48970,0.83,7945,61461,55235,0.19,1778,-2419,-2046,9573,59116,50682,9573,1983,626,0.09,875,135114,31159,0.09,829,119943,14366,0.76,7291,15752,11390,10499,107882,47063
2213,13448,13448,62064,51534,0.83,11096,65928,57260,0.2,2643,-1595,-1865,13448,64336,53219,13448,2235,718,0.08,1108,90857,32190,0.08,1042,70207,14911,0.78,10436,17890,12354,14975,141201,64066
2214,2467,2467,62546,51525,0.82,2019,64759,58244,0.16,405,-801,-1712,2467,65039,53071,2467,2474,737,0.07,175,78655,27600,0.07,166,57621,13715,0.77,1891,18546,12554,2833,148571,77387
2216,18685,18685,53971,44371,0.83,15423,56897,49615,0.15,2889,1106,-179,18685,55882,45745,18685,1872,520,0.11,2139,60741,25635,0.1,1883,44525,12696,0.75,13929,14853,9413,21116,83923,24940
2217,18357,18357,59897,47989,0.81,14955,61639,53462,0.18,3345,772,-442,18357,62034,49494,18357,2093,628,0.1,1830,68152,26032,0.09,1647,47168,11800,0.76,13963,17465,10935,19735,110513,34722
2218,10794,10794,53511,43326,0.82,8877,57070,49734,0.18,1978,-1355,-1017,10794,55284,44968,10794,1760,500,0.1,1095,92673,26737,0.09,1006,77445,11590,0.74,7985,14835,9496,11864,93068,30222
2219,8202,8202,70823,53133,0.75,6133,70451,59360,0.24,1957,1950,493,8202,73810,55488,8202,2875,752,0.11,864,98654,36306,0.1,821,68087,15144,0.78,6387,22549,13429,9052,193625,71157
2220,22695,22695,46744,35931,0.8,18073,49948,41818,0.2,4586,-1986,-1698,22695,48302,37001,22695,1495,343,0.1,2173,138518,24000,0.08,1869,136363,9965,0.67,15288,13541,7469,24187,75494,14920
2221,10684,10684,75027,50042,0.73,7808,69293,54668,0.28,3014,1722,270,10684,78131,52372,10684,3043,575,0.1,1110,289555,37436,0.1,1028,257411,15249,0.75,8053,26424,13258,11307,209433,61260
2222,8456,8456,55378,44690,0.82,6930,58880,50297,0.18,1528,-1363,-1198,8456,57151,46052,8456,1733,510,0.09,752,64473,24756,0.08,678,45957,10092,0.74,6282,15749,9850,9249,117398,36159
2223,13915,13915,73509,53918,0.79,11022,74071,59799,0.23,3144,322,-96,13915,76132,55973,13915,2595,694,0.08,1148,97390,25878,0.08,1061,65268,10707,0.78,10786,24200,13723,15234,200189,71734
2224,8965,8965,73035,50321,0.71,6346,70334,57576,0.24,2137,3225,762,8965,76035,52697,8965,2934,618,0.09,802,91257,32298,0.08,758,65628,14622,0.75,6698,25416,12964,9640,241185,79722
2225,3483,3483,82899,58806,0.79,2766,83221,65814,0.2,706,-839,-782,3483,85857,62004,3483,2925,886,0.09,313,88493,30255,0.08,291,56991,11982,0.79,2736,28524,16883,3836,224294,109506
2226,7989,7989,75808,58977,0.81,6495,78856,66000,0.2,1576,-650,-840,7989,78377,61264,7989,2551,839,0.08,624,74736,26913,0.08,601,49632,9970,0.8,6373,24212,15536,8808,194724,98137
2227,9419,9419,73805,56716,0.81,7599,76184,62882,0.18,1716,-1026,-1443,9419,76593,58916,9419,2710,891,0.08,800,84711,31776,0.08,764,57072,12030,0.79,7428,23475,15008,10436,190743,92018
2228,12059,12059,68736,52476,0.78,9388,70396,59338,0.17,2063,-114,-594,12059,71368,54750,12059,2572,790,0.09,1126,85483,30275,0.09,1063,62508,14753,0.77,9322,21678,13154,12996,169948,69899
2229,19067,19067,79800,56219,0.77,14741,77178,61668,0.19,3657,366,-840,19067,82842,58943,19067,2993,885,0.09,1666,94272,33098,0.08,1586,59809,14110,0.78,14886,27311,14799,20731,212178,85006
2230,20385,20385,86020,58818,0.77,15742,77442,62068,0.21,4275,2172,0,20385,89489,62026,20385,3379,962,0.1,2073,94845,30891,0.1,1953,67573,13692,0.8,16325,29795,15190,22710,256395,83258
2231,1390,1390,64976,50653,0.81,1132,66327,55764,0.19,264,225,-898,1390,67627,52526,1390,2522,791,0.11,156,66879,32442,0.11,150,49496,15607,0.78,1084,19372,12071,1638,144814,67871
2232,21048,21048,68434,56228,0.82,17276,71951,62788,0.16,3461,-1506,-1324,21048,70893,58345,21048,2414,838,0.09,1829,85346,28195,0.08,1717,61998,12036,0.79,16597,20604,14166,23467,165284,80296
2233,18402,18402,65493,54874,0.83,15261,70103,61365,0.16,2870,-1526,-1528,18402,67971,57018,18402,2450,910,0.07,1364,74652,32378,0.07,1320,49721,13410,0.79,14479,19089,13933,20575,171088,96823
2234,20273,20273,70769,55928,0.82,16527,73052,61413,0.21,4309,-736,-1105,20273,73692,58421,20273,2872,862,0.08,1599,82240,32633,0.08,1524,54156,14009,0.79,15965,22011,14399,22296,197683,90414
2250,39815,39815,58377,46736,0.8,31701,59999,51997,0.12,4801,151,-380,39815,60716,48782,39815,2291,596,0.09,3504,103935,31002,0.08,3351,79828,14033,0.75,29865,16935,10629,44290,136581,58170
2251,19337,19337,60731,45784,0.75,14592,63068,51370,0.15,2895,740,-63,19337,63866,47972,19337,3092,664,0.1,2017,84793,34180,0.1,1925,57368,14385,0.74,14236,18660,10938,21301,166601,71926
2256,8421,8421,56022,43694,0.75,6347,59344,50522,0.14,1160,1552,412,8421,58064,45278,8421,1972,556,0.08,715,69787,29270,0.08,676,47724,13401,0.72,6075,16518,9930,9720,149870,62223
2257,16395,16395,55510,42589,0.74,12110,59524,49784,0.15,2412,1723,566,16395,57805,44400,16395,2236,550,0.1,1624,82313,31742,0.09,1538,61639,13596,0.71,11694,16585,9865,18853,151436,63398
2258,3274,3274,61493,48351,0.82,2669,61616,52306,0.14,468,1113,-250,3274,63813,50732,3274,2283,640,0.09,291,85884,21315,0.08,275,52878,11289,0.76,2483,18308,11359,3687,156045,64750
2259,33222,33222,53284,45350,0.82,27242,56927,50308,0.11,3666,-282,-733,33222,55546,47279,33222,2223,720,0.08,2506,75468,32300,0.07,2410,55373,15948,0.74,24723,14309,9830,36994,109118,51098
2260,15551,15551,68420,48511,0.75,11710,66514,53223,0.17,2634,540,-21,15551,71559,51123,15551,3053,731,0.11,1680,139513,37460,0.1,1608,95250,16808,0.74,11585,22580,12666,17066,200119,76117
2261,32366,32366,53323,45197,0.81,26111,56642,50388,0.11,3628,375,-260,32366,55805,47422,32366,2447,812,0.08,2654,89317,35382,0.08,2557,66303,15506,0.76,24453,13944,9336,36463,121067,55883
2262,10424,10424,49879,43906,0.84,8781,53196,48316,0.08,846,119,-627,10424,52076,45804,10424,2178,767,0.06,662,67411,32832,0.06,650,44984,15965,0.76,7885,12145,8413,12041,86326,42030
2263,11585,11585,49133,42580,0.79,9184,51850,47325,0.1,1130,1388,-442,11585,51613,44364,11585,2001,627,0.08,937,84563,35899,0.08,890,62801,16384,0.73,8474,12407,8300,13364,104367,44156
2264,8032,8032,51891,42428,0.76,6094,56454,48726,0.13,1009,1464,1,8032,54187,44586,8032,2243,590,0.08,633,77717,31120,0.08,611,55978,12639,0.71,5719,14469,9273,9076,137754,57492
2265,3666,3666,54552,45252,0.82,3020,56474,49717,0.13,474,583,381,3666,56997,47242,3666,2404,685,0.09,327,121895,30423,0.09,314,101329,14040,0.74,2705,15081,10526,4125,118093,56450
